SCHOOLID,ST04Q01,ST86Q01,ST86Q02,ST86Q03,ST86Q04,ST86Q05,ST87Q01,ST87Q02,ST87Q03,ST87Q04,ST87Q05,ST87Q06,ST87Q07,ST87Q08,ST87Q09,ST88Q01,ST88Q02,ST88Q03,ST88Q04,ST89Q02,ST89Q03,ST89Q04,ST89Q05,ST91Q01,ST91Q02,ST91Q03,ST91Q04,ST91Q05,ST91Q06,ST93Q01,ST93Q03,ST93Q04,ST93Q06,ST93Q07,maths,read,scie
312,Male,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Disagree,Disagree,,,,,,558.19442,544.6628599999999,569.13464
312,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not much like me,Not much like me,Mostly like me,Mostly like me,Mostly like me,611.0064,608.33728,606.43416
312,Male,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly disagree,Disagree,Agree,Strongly disagree,,,,,,577.43418,591.3360599999999,601.11898
312,Male,Agree,Agree,Disagree,Agree,Agree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Agree,Strongly agree,Agree,Disagree,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly agree,Strongly disagree,Not much like me,Not much like me,Somewhat like me,Mostly like me,Mostly like me,584.36672,597.11006,593.37934
312,Male,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Agree,Agree,Agree,Strongly disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Strongly agree,Strongly disagree,,,,,,603.13912,609.37978,612.4021
312,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not much like me,Somewhat like me,Not much like me,Somewhat like me,Not much like me,586.70354,603.1246399999999,632.7302999999999
312,Male,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Disagree,Somewhat like me,Not much like me,Not at all like me,Not much like me,Somewhat like me,543.4725000000001,565.59362,573.79708
312,Male,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Strongly disagree,Not much like me,Somewhat like me,Mostly like me,Somewhat like me,Mostly like me,704.3231,710.98626,710.31332
312,Male,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly disagree,,,,,,653.77004,646.0287000000001,662.6631799999999
313,Male,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly disagree,Agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Strongly agree,Disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Not much like me,Not much like me,Not at all like me,Not at all like me,Not much like me,498.99515999999994,476.57772000000006,530.24992
313,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat like me,Somewhat like me,Somewhat like me,Not much like me,Not much like me,390.0218,398.14748,436.16186
313,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not much like me,Somewhat like me,Somewhat like me,Not much like me,Not much like me,433.56442,462.38325999999995,486.88922
313,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not much like me,Not much like me,Mostly like me,Somewhat like me,Somewhat like me,424.60663999999997,446.90574,479.05632
313,Female,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,Disagree,Agree,Strongly disagree,Agree,Agree,Agree,Disagree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly disagree,Not at all like me,Not much like me,Mostly like me,Mostly like me,Very much like me,536.46208,582.78928,588.5303999999999
313,Male,Agree,Agree,Disagree,Agree,Disagree,Strongly disagree,Agree,Agree,Disagree,Agree,Strongly disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Somewhat like me,Somewhat like me,Somewhat like me,Not much like me,Not much like me,549.00296,564.6312799999998,603.4502
313,Male,Disagree,Disagree,Disagree,Agree,Disagree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,,,,,,579.22572,572.2497599999999,604.0097
313,Female,Strongly agree,Agree,Disagree,Strongly agree,Agree,Strongly disagree,Agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Disagree,Agree,Strongly disagree,Strongly disagree,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Disagree,Strongly agree,Strongly disagree,Mostly like me,Mostly like me,Somewhat like me,Very much like me,Mostly like me,598.4655,609.4780999999999,660.89144
313,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much like me,Very much like me,Not much like me,Not much like me,Not much like me,502.03303999999997,568.65056,536.49756
313,Male,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Strongly agree,Disagree,Strongly disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,,,,,,650.8879800000001,629.02748,660.14548
313,Male,Agree,Agree,Disagree,Agree,Disagree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Not much like me,Somewhat like me,Somewhat like me,Not at all like me,Not much like me,566.99642,603.9265800000001,636.08726
313,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not much like me,Somewhat like me,Somewhat like me,Mostly like me,Mostly like me,497.35941999999994,538.00672,577.34052
313,Female,Disagree,Agree,Disagree,Agree,Agree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,,,,,,397.18802000000005,434.88872000000003,409.11976000000004
313,Female,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,,,,,,580.00468,589.77922,609.23164
313,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not much like me,Somewhat like me,Somewhat like me,Mostly like me,Somewhat like me,520.9612199999999,544.6623999999999,565.12496
313,Female,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Strongly agree,Disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Agree,Disagree,,,,,,471.265,537.11644,566.43044
313,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,563.72488,496.22538000000003,585.26668
313,Male,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,,,,,,570.19006,585.0006999999999,623.4987199999999
313,Male,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Disagree,Not at all like me,Not much like me,Somewhat like me,Mostly like me,Mostly like me,573.85106,596.3081199999999,630.3990799999999
313,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Mostly like me,502.73405999999994,561.82448,610.3506199999999
313,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.44040000000007,420.3528600000001,456.39687999999995
313,Female,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Disagree,Strongly disagree,Agree,Agree,Disagree,Disagree,Strongly disagree,Disagree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Disagree,Agree,,,,,,535.91678,550.14314,564.84522
313,Female,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Disagree,Agree,Strongly disagree,Not much like me,Not much like me,Mostly like me,Very much like me,Mostly like me,470.40814,514.00202,525.1211999999999
313,Male,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Agree,Agree,Disagree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Disagree,Agree,Strongly disagree,Not much like me,Mostly like me,Mostly like me,Mostly like me,Somewhat like me,471.88815999999997,481.95074000000005,500.87654000000003
314,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not much like me,Not much like me,Somewhat like me,Somewhat like me,Somewhat like me,481.0796,531.23856,552.5363600000001
314,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not much like me,Not much like me,Mostly like me,Mostly like me,Somewhat like me,498.44992,499.67374,536.68408
314,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not much like me,Somewhat like me,Somewhat like me,Not much like me,Not much like me,663.5068,682.5546200000001,691.57032
314,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat like me,Somewhat like me,Somewhat like me,Not much like me,Somewhat like me,419.93302000000006,443.14955999999995,424.41254
314,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all like me,Somewhat like me,Mostly like me,Somewhat like me,Somewhat like me,453.34943999999996,426.7769,488.84744
314,Female,Agree,Agree,Disagree,Agree,Agree,Strongly disagree,Strongly agree,Disagree,Disagree,Agree,Strongly disagree,Agree,Agree,Disagree,Strongly disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Strongly agree,Strongly agree,Very much like me,Very much like me,Not at all like me,Not at all like me,Not at all like me,416.73938,462.37183999999996,454.90488000000005
314,Male,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,,,,,,419.85512,434.63598,453.69266
314,Female,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Agree,Disagree,Strongly disagree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,,,,,,535.99468,587.8728600000001,576.4080799999999
314,Female,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Disagree,,,,,,474.22496,517.8147000000001,526.7997
314,Male,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,,,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Disagree,Disagree,Agree,,,,,,,344.2982,312.7403,293.67774
314,Male,Agree,Agree,Agree,Agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Disagree,Agree,Strongly disagree,Strongly agree,Agree,Strongly agree,Disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly disagree,Not at all like me,Not at all like me,Very much like me,Very much like me,Very much like me,413.00048,447.22654,465.53524
314,Female,Agree,Strongly agree,Agree,Agree,Strongly agree,Disagree,Agree,Agree,Strongly disagree,Strongly agree,Disagree,Agree,Agree,Strongly agree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly agree,Disagree,Not much like me,Not much like me,Somewhat like me,Very much like me,Mostly like me,535.3715599999999,608.2072,581.8164800000001
314,Female,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Disagree,Agree,Strongly disagree,Strongly agree,Agree,Agree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Agree,Disagree,,,,,,550.4829400000001,606.06258,584.1476999999999
314,Male,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly disagree,Agree,Agree,Disagree,Strongly agree,Strongly disagree,Agree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly agree,Strongly disagree,Not much like me,Not much like me,Somewhat like me,Somewhat like me,Somewhat like me,467.604,494.22047999999995,538.73552
314,Male,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Disagree,Strongly disagree,Agree,Strongly disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Strongly agree,Strongly disagree,Mostly like me,Somewhat like me,Mostly like me,Mostly like me,Somewhat like me,388.69759999999997,411.86072,442.68926
314,Female,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Strongly disagree,Disagree,Disagree,Agree,Strongly disagree,Disagree,Strongly disagree,Agree,Disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Strongly agree,Agree,Disagree,Agree,Not much like me,Not much like me,Somewhat like me,Somewhat like me,Somewhat like me,455.99781999999993,461.02155999999997,461.52556000000004
314,Female,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Strongly agree,Strongly disagree,,,,,,562.40068,648.95532,684.66988
314,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mostly like me,Mostly like me,Mostly like me,Very much like me,Not at all like me,452.10314,448.83038,512.6259
314,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not much like me,Not much like me,Mostly like me,Somewhat like me,Very much like me,533.8915599999999,538.72846,588.34392
314,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all like me,Mostly like me,Mostly like me,Somewhat like me,Very much like me,387.5292,409.47082,396.8109
314,Male,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Disagree,Agree,Strongly disagree,,,,,,620.6652200000001,597.99218,627.41514
314,Female,Agree,Agree,Disagree,Agree,Agree,Disagree,Strongly agree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,,,,,,539.26624,584.53676,532.58112
314,Female,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Disagree,Agree,Disagree,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,391.73547999999994,430.52,443.15556
314,Male,Agree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Strongly disagree,Disagree,Disagree,,,,,,493.4647,524.61422,536.9638
314,Male,Agree,Strongly agree,Disagree,Agree,Strongly agree,Disagree,Agree,Strongly agree,Strongly disagree,Agree,Disagree,Agree,Agree,Strongly agree,Strongly disagree,Disagree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Not much like me,Not much like me,Mostly like me,Somewhat like me,Mostly like me,524.38854,557.3335800000001,569.41442
315,Male,Agree,Agree,Agree,Disagree,Disagree,Disagree,Strongly agree,Agree,Disagree,Agree,Strongly disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Agree,Agree,,,,,,449.92212,478.98354,516.16932
315,Female,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Strongly disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Not much like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,452.10311999999993,511.06308000000007,546.94144
315,Male,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Strongly agree,Disagree,Mostly like me,Mostly like me,Mostly like me,Mostly like me,Somewhat like me,497.04781999999994,409.37472,487.26221999999996
