SCHOOLID,W_FSTUWT,ST86Q01,ST86Q02,ST86Q03,ST86Q04,ST86Q05,ST87Q01,ST87Q02,ST87Q03,ST87Q04,ST87Q05,ST87Q06,ST87Q07,ST87Q08,ST87Q09,ST88Q01,ST88Q02,ST88Q03,ST88Q04,ST89Q02,ST89Q03,ST89Q04,ST89Q05,ST91Q01,ST91Q02,ST91Q03,ST91Q04,ST91Q05,ST91Q06,maths,read,scie,SCHOOLID,SC14Q01,SC14Q02,SC14Q03,SC14Q04,SC14Q05,SC14Q06,SC14Q07,SC14Q08,SC14Q09,SC14Q10,schoolmath,schoolread,schoolscie
287,13.2153,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Disagree,499.7741,539.26106,508.2432,0000287,1.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1,0,0
287,13.2153,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Strongly agree,Strongly disagree,407.9374,409.62966000000006,422.36108,0000287,1.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1,0,0
287,12.8097,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly disagree,589.8192799999999,532.2327,581.35022,0000287,1.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1,0,0
287,12.8097,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,318.59322000000003,273.60538,312.88698,0000287,1.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1,0,0
287,12.8097,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Agree,Disagree,Agree,Strongly disagree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Disagree,Strongly disagree,Disagree,Strongly disagree,536.9294199999999,498.31038,519.80604,0000287,1.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1,0,0
288,9.8903,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Disagree,Disagree,Disagree,Agree,Disagree,307.8439,311.53236,272.2305,0000288,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0,0,0
288,11.1217,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Agree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly disagree,394.15018,386.75984,399.51508,0000288,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0,0,0
288,11.1217,Strongly agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Strongly agree,Strongly disagree,504.7593,516.1937999999999,478.03060000000005,0000288,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0,0,0
288,11.1217,Disagree,Disagree,Disagree,Agree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Strongly agree,Strongly agree,Disagree,325.83738000000005,364.54598,380.67886,0000288,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0,0,0
288,9.8903,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Disagree,Agree,Strongly disagree,612.019,637.75554,607.36666,0000288,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0,0,0
288,9.8903,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Disagree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Disagree,Agree,Agree,381.84295999999995,439.73402000000004,399.23536,0000288,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0,0,0
288,9.8903,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly agree,Agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,493.7763,478.8935,458.35509999999994,0000288,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0,0,0
288,9.8903,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Strongly agree,Disagree,562.55646,614.64112,581.90974,0000288,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0,0,0
288,9.8903,Strongly disagree,Agree,Strongly disagree,Agree,Disagree,Strongly agree,Agree,Strongly disagree,Strongly agree,Agree,Strongly agree,Disagree,Disagree,Strongly disagree,Agree,Strongly agree,Agree,Strongly disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,341.96138,409.23249999999996,375.08394000000004,0000288,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0,0,0
288,11.1217,Agree,Disagree,Disagree,Agree,Agree,Strongly disagree,Agree,Agree,Disagree,Agree,Strongly disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Agree,Agree,Agree,424.29504,397.02473999999995,398.86235999999997,0000288,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0,0,0
288,9.8903,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,373.04098000000005,419.16138,381.7046,0000288,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0,0,0
288,11.1217,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,Disagree,Agree,Strongly disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,,Disagree,Agree,Strongly disagree,452.25894,401.11468,406.88178000000005,0000288,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0,0,0
289,10.8002,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,420.0888,373.44756,460.40656000000007,0000289,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1,2
289,10.602,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Disagree,477.73019999999997,497.71864000000005,530.9959200000001,0000289,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1,2
289,10.8002,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,484.6627,432.47072,495.37487999999996,0000289,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1,2
289,10.602,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Strongly agree,Disagree,554.37762,535.76612,593.56584,0000289,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1,2
289,10.602,Agree,Agree,Agree,Strongly agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Disagree,Strongly disagree,516.0539,517.4970000000001,557.01228,0000289,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1,2
289,10.8002,Agree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Agree,Disagree,Disagree,Agree,Strongly disagree,Agree,Disagree,Agree,Agree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly disagree,577.51206,528.30316,621.1674800000001,0000289,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1,2
289,10.602,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Disagree,Agree,Agree,492.21842000000004,529.9676599999999,564.0059600000001,0000289,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1,2
289,10.8002,Strongly disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Disagree,Agree,Strongly agree,Disagree,452.10311999999993,395.1802799999999,499.8508,0000289,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1,2
289,10.602,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Strongly disagree,Strongly agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Strongly disagree,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Strongly agree,Agree,405.52266,398.11215999999996,448.47074000000003,0000289,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1,2
289,10.602,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Strongly agree,Agree,Disagree,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Strongly agree,Strongly disagree,414.32464,399.85963999999996,446.13949999999994,0000289,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1,2
289,10.8002,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Disagree,Agree,Disagree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Disagree,Agree,Disagree,338.9235,291.168,394.7594,0000289,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1,2
289,10.8002,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Agree,Agree,Disagree,640.76178,594.3032599999999,691.57032,0000289,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1,2
289,10.602,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Disagree,Strongly agree,Disagree,527.89376,534.33638,560.9287400000001,0000289,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1,2
289,10.8002,Disagree,Agree,Agree,Agree,Disagree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Strongly disagree,606.87802,531.9921,612.8683400000001,0000289,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1,2
289,10.602,Agree,Agree,Disagree,Strongly agree,Disagree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,501.332,509.7127599999999,549.5524,0000289,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1,2
289,10.602,Agree,Disagree,Agree,Agree,Agree,Disagree,Strongly disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Agree,Agree,Strongly disagree,369.14628,411.2183000000001,405.20328,0000289,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1,2
289,10.8002,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,530.46424,446.82556000000005,530.34316,0000289,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1,2
290,8.0251,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,562.3228,623.37856,593.28608,0000290,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,2
290,8.3341,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Agree,Strongly disagree,512.00346,486.28123999999997,547.22118,0000290,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,2
290,8.3341,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Agree,Strongly disagree,555.6239400000001,555.32872,598.60126,0000290,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,2
290,8.3341,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Strongly disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Disagree,486.99952,503.28246,545.3562,0000290,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,2
290,8.0251,Agree,Agree,Agree,Strongly agree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Agree,Agree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Disagree,Disagree,Agree,Strongly disagree,505.38246,526.94928,523.06974,0000290,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,2
290,8.0251,Strongly agree,Agree,Agree,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Disagree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,469.08396000000005,499.30728,493.60314,0000290,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,2
290,8.0251,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Agree,Strongly agree,Agree,Strongly disagree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Strongly disagree,496.26890000000003,568.17398,566.1506999999999,0000290,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,2
290,8.0251,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Strongly agree,Strongly disagree,463.47562,485.7246,519.89928,0000290,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,2
290,8.3341,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Strongly agree,Strongly disagree,417.59619999999995,457.01023999999995,475.69938,0000290,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,2
290,8.3341,Agree,Agree,Strongly disagree,Agree,Strongly agree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Disagree,Agree,Strongly agree,Agree,480.06697999999994,440.57038,523.7225000000001,0000290,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,2
290,8.3341,Strongly agree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Agree,Disagree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly agree,Strongly disagree,548.69136,541.8560200000001,613.42782,0000290,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,2
290,8.3341,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,500.24146,545.30438,571.74564,0000290,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,2
290,8.3341,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Agree,Strongly disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Disagree,Agree,Agree,Disagree,537.31888,504.64576,557.3853200000001,0000290,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,2
290,8.3341,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,,Agree,Agree,Strongly agree,351.46439999999996,329.01982,319.3211399999999,0000290,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,2
290,8.0251,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Agree,Agree,Disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,559.9860000000001,593.2741800000001,599.72028,0000290,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,2
290,8.3341,Disagree,Disagree,Disagree,Agree,Disagree,Strongly disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,414.40258000000006,441.13172,459.94032000000004,0000290,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,2
290,8.3341,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Strongly disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Strongly agree,Agree,Disagree,Disagree,Agree,Disagree,526.56952,506.16948,575.8485399999998,0000290,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,2
290,8.0251,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Strongly agree,Strongly agree,Disagree,Agree,Strongly agree,418.37512,440.76662,444.74078,0000290,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,2
290,8.3341,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Strongly agree,Disagree,560.9207,552.1209,558.87728,0000290,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,2
291,16.9375,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Strongly disagree,435.51176,502.6433800000001,477.0981,0000291,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1,1,1
291,17.9929,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Disagree,Strongly disagree,Agree,Disagree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Disagree,Strongly disagree,Agree,Agree,Strongly disagree,509.9782,505.44774000000007,546.75492,0000291,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1,1,1
291,18.9617,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly disagree,412.2215399999999,427.0174800000001,479.89555999999993,0000291,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1,1,1
