SCHOOLID,W_FSTUWT,ST86Q01,ST86Q02,ST86Q03,ST86Q04,ST86Q05,ST87Q01,ST87Q02,ST87Q03,ST87Q04,ST87Q05,ST87Q06,ST87Q07,ST87Q08,ST87Q09,ST88Q01,ST88Q02,ST88Q03,ST88Q04,ST89Q02,ST89Q03,ST89Q04,ST89Q05,ST91Q01,ST91Q02,ST91Q03,ST91Q04,ST91Q05,ST91Q06,maths,read,scie,SCHOOLID,SC14Q01,SC14Q02,SC14Q03,SC14Q04,SC14Q05,SC14Q06,SC14Q07,SC14Q08,SC14Q09,SC14Q10,schoolmath,schoolread,schoolscie
351,19.6843,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly disagree,444.54744,431.90934,497.79931999999997,0000351,3.0,1.0,,,2.0,1.0,,1.0,,,3,2,2
351,19.6843,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,591.45506,606.4928,654.92354,0000351,3.0,1.0,,,2.0,1.0,,1.0,,,3,2,2
351,19.6843,Disagree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Agree,Agree,Disagree,544.7188,540.89372,579.765,0000351,3.0,1.0,,,2.0,1.0,,1.0,,,3,2,2
352,16.1312,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Strongly agree,Agree,Agree,Disagree,Disagree,Disagree,Strongly agree,Agree,Strongly disagree,Disagree,Disagree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly disagree,635.9323999999999,597.64288,666.85938,0000352,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3,3,3
352,17.0915,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,473.99128,472.72835999999995,540.60054,0000352,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3,3,3
352,17.0915,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Agree,Strongly disagree,535.44944,533.7564,573.33084,0000352,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3,3,3
352,16.1312,Agree,Disagree,Agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Disagree,Strongly agree,Strongly disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Disagree,Strongly agree,Strongly disagree,506.55087999999995,580.2474599999999,542.4655,0000352,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3,3,3
352,16.1312,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,516.8328600000001,503.7554200000001,519.06006,0000352,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3,3,3
352,16.1312,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,492.7636799999999,528.5378800000001,520.64528,0000352,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3,3,3
352,17.0915,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,544.7188,529.34568,573.9835799999998,0000352,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3,3,3
352,17.0915,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Disagree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,606.0990800000001,622.6921,662.5699200000001,0000352,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3,3,3
352,16.1312,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,515.04128,522.42174,554.49458,0000352,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3,3,3
352,16.1312,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Agree,Strongly disagree,534.67048,534.81294,564.47222,0000352,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3,3,3
352,17.0915,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Strongly agree,Disagree,567.0743,524.13304,575.1958200000001,0000352,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3,3,3
352,17.0915,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,556.1691800000001,523.97266,568.38866,0000352,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3,3,3
352,16.1312,Agree,Disagree,Agree,Agree,Agree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Disagree,533.11262,566.1881999999999,515.98286,0000352,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3,3,3
352,17.0915,Agree,Agree,Agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Disagree,Disagree,Strongly agree,Disagree,488.32374,460.5388,504.79298,0000352,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3,3,3
353,147.7711,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Disagree,578.1351999999999,568.32022,625.4569000000001,0000353,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,3,3,3
353,147.7711,Agree,Agree,Agree,Strongly agree,Agree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Agree,Disagree,Strongly disagree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Disagree,Agree,Strongly disagree,448.83158000000003,480.82802000000004,504.60650000000004,0000353,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,3,3,3
353,147.7711,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,567.30798,511.1415599999999,585.4531800000001,0000353,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,3,3,3
353,147.7711,Strongly agree,Agree,Disagree,Strongly agree,Agree,Strongly disagree,Agree,Strongly agree,Disagree,Agree,Strongly disagree,Agree,Agree,Agree,Disagree,Strongly disagree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Agree,Agree,Strongly disagree,523.5317,535.03952,576.3148,0000353,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,3,3,3
353,144.8499,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Strongly disagree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,542.77146,547.28362,545.63596,0000353,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,3,3,3
353,147.7711,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Agree,Agree,Disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly agree,Strongly disagree,644.9680599999999,642.82092,688.4931,0000353,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,3,3,3
353,147.7711,Disagree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Disagree,Disagree,Agree,Strongly disagree,Agree,Agree,Agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly disagree,343.51923999999997,386.92022,372.47296,0000353,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,3,3,3
353,147.7711,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Strongly agree,Strongly disagree,600.8023,548.9131199999999,598.0417600000001,0000353,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,3,3,3
353,144.8499,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Strongly disagree,Strongly agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Strongly agree,Strongly agree,Disagree,Agree,449.37684,518.45016,522.51024,0000353,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,3,3,3
353,147.7711,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Strongly disagree,Agree,Disagree,Agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,454.90731999999997,471.04427999999996,493.41664000000003,0000353,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,3,3,3
353,147.7711,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,499.15092000000004,500.79642,559.3435400000001,0000353,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,3,3,3
353,144.8499,Agree,Agree,Agree,Strongly agree,Agree,Strongly disagree,Agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Agree,Disagree,592.0003,545.4567,607.08692,0000353,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,3,3,3
353,144.8499,Agree,Agree,Agree,Strongly agree,Agree,Disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Strongly disagree,Agree,Disagree,525.79062,550.6991399999999,593.56584,0000353,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,3,3,3
353,144.8499,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,522.5191,500.73704,557.5717999999999,0000353,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,3,3,3
353,147.7711,Agree,Agree,Disagree,Agree,Agree,Disagree,Strongly disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Strongly disagree,630.55772,615.4746,664.8079,0000353,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,3,3,3
353,144.8499,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Strongly agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Disagree,Strongly agree,Strongly disagree,615.29054,617.1829,636.74004,0000353,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,3,3,3
354,7.5817,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Strongly agree,Strongly disagree,605.7875,632.63624,644.85266,0000354,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3,3,3
354,7.5817,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Agree,Strongly disagree,631.57034,673.8966399999999,670.40284,0000354,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3,3,3
354,7.5817,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,528.9842799999999,635.45206,577.6202800000001,0000354,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3,3,3
354,7.5817,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,633.284,602.80386,649.42184,0000354,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3,3,3
354,7.5817,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,Disagree,Agree,Disagree,Strongly agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,602.28228,656.73956,631.23836,0000354,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3,3,3
354,7.5817,Agree,Agree,Agree,Strongly agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Agree,Strongly disagree,558.27232,646.96956,599.16074,0000354,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3,3,3
354,7.5817,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Disagree,Strongly agree,Strongly disagree,529.8411,577.70572,556.63932,0000354,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3,3,3
354,7.5817,Agree,Agree,Agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Strongly agree,Strongly disagree,686.56332,708.25964,715.3487600000001,0000354,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3,3,3
354,7.5817,Agree,Agree,Agree,Agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Agree,Strongly disagree,557.9607599999999,610.19298,603.17044,0000354,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3,3,3
354,7.5817,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Disagree,Disagree,Agree,Strongly disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Disagree,Agree,Disagree,500.31938,552.60208,541.906,0000354,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3,3,3
354,7.5817,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Strongly agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Agree,Agree,439.40646,502.48454000000004,465.3487799999999,0000354,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3,3,3
354,7.5817,Agree,Strongly agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Disagree,Agree,Strongly agree,Strongly disagree,669.03724,692.7821,720.3841800000001,0000354,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3,3,3
354,7.5817,Agree,Agree,Agree,Strongly agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,562.2449,539.9313599999999,564.0992200000001,0000354,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3,3,3
354,7.5817,Strongly agree,Agree,Agree,Agree,Agree,Disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Agree,Agree,Agree,Disagree,Disagree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Strongly disagree,403.18584,425.11872000000005,375.36368000000004,0000354,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3,3,3
354,7.5817,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,563.33542,587.15798,568.10892,0000354,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3,3,3
354,7.5817,Strongly agree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Strongly agree,Disagree,Agree,Disagree,Agree,Agree,Strongly agree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Agree,Disagree,533.3463200000001,596.9280200000001,577.71352,0000354,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3,3,3
354,7.5817,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Disagree,634.99766,618.76258,640.19022,0000354,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3,3,3
354,7.5817,Agree,Strongly agree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,Disagree,Agree,Strongly disagree,Strongly agree,Agree,Agree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly disagree,Disagree,Agree,Disagree,636.3997400000001,684.461,628.34764,0000354,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3,3,3
354,7.5817,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly agree,Agree,Disagree,541.0577999999999,590.1331200000001,577.6202999999999,0000354,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3,3,3
355,174.3021,Agree,Agree,Disagree,Strongly agree,Strongly agree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Agree,Disagree,Strongly disagree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Strongly agree,Disagree,512.39288,539.34052,533.79336,0000355,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,1,1,1
355,158.64,Agree,Strongly agree,Disagree,Strongly agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Disagree,Strongly agree,Disagree,Strongly agree,473.52392,503.84384,508.14993999999996,0000355,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,1,1,1
355,158.64,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Strongly agree,Disagree,Agree,Agree,Agree,Strongly agree,Strongly disagree,Agree,Agree,Disagree,263.98974,247.14120000000003,221.22344000000004,0000355,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,1,1,1
355,174.3021,Agree,Agree,Agree,Strongly agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Strongly agree,Disagree,Disagree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly agree,Disagree,639.51552,615.67372,607.8329200000001,0000355,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,1,1,1
355,174.3021,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Disagree,507.64135999999996,572.46322,548.4334200000001,0000355,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,1,1,1
355,174.3021,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,,Agree,Disagree,410.42998000000006,466.42286,423.5732999999999,0000355,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,1,1,1
355,174.3021,Agree,Agree,Agree,Strongly agree,Agree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Agree,Strongly agree,Disagree,Strongly disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Strongly agree,Strongly disagree,590.5982,640.2179199999999,623.77846,0000355,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,1,1,1
355,174.3021,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Disagree,516.75496,527.267,519.5263,0000355,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,1,1,1
